0.000000 -5.000000 0.000000
0.101010 -5.000000 0.500000
0.202020 -5.000000 0.500000
0.303030 -5.000000 0.500000
0.404040 -5.000000 0.500000
0.505051 -5.000000 0.500000
0.606061 -5.000000 0.500000
0.707071 -5.000000 0.500000
0.808081 -5.000000 0.500000
0.909091 -5.000000 0.500000
1.010101 -5.000000 0.500000
1.111111 -5.000000 0.500000
1.212121 -5.000000 0.500000
1.313131 -5.000000 0.500000
1.414141 -5.000000 0.500000
1.515152 -5.000000 0.500000
1.616162 -5.000000 0.500000
1.717172 -5.000000 0.500000
1.818182 -5.000000 0.500000
1.919192 -5.000000 0.500000
2.020202 -5.000000 0.500000
2.121212 -5.000000 0.500000
2.222222 -5.000000 0.500000
2.323232 -5.000000 0.500000
2.424242 -5.000000 0.500000
2.525253 -5.000000 0.500000
2.626263 -5.000000 0.500000
2.727273 -5.000000 0.500000
2.828283 -5.000000 0.500000
2.929293 -5.000000 0.500000
3.030303 -5.000000 0.500000
3.131313 -5.000000 0.500000
3.232323 -5.000000 0.500000
3.333333 -5.000000 0.500000
3.434343 -5.000000 0.500000
3.535354 -5.000000 0.500000
3.636364 -5.000000 0.500000
3.737374 -5.000000 0.500000
3.838384 -5.000000 0.500000
3.939394 -5.000000 0.500000
4.040404 -5.000000 0.500000
4.141414 -5.000000 0.500000
4.242424 -5.000000 0.500000
4.343434 -5.000000 0.500000
4.444444 -5.000000 0.500000
4.545455 -5.000000 0.500000
4.646465 -5.000000 0.500000
4.747475 -5.000000 0.500000
4.848485 -5.000000 0.500000
4.949495 -5.000000 0.500000
5.050505 -5.000000 0.500000
5.151515 -5.000000 0.500000
5.252525 -5.000000 0.500000
5.353535 -5.000000 0.500000
5.454545 -5.000000 0.500000
5.555556 -5.000000 0.500000
5.656566 -5.000000 0.500000
5.757576 -5.000000 0.500000
5.858586 -5.000000 0.500000
5.959596 -5.000000 0.500000
6.060606 -5.000000 0.500000
6.161616 -5.000000 0.500000
6.262626 -5.000000 0.500000
6.363636 -5.000000 0.500000
6.464646 -5.000000 0.500000
6.565657 -5.000000 0.500000
6.666667 -5.000000 0.500000
6.767677 -5.000000 0.500000
6.868687 -5.000000 0.500000
6.969697 -5.000000 0.500000
7.070707 -5.000000 0.500000
7.171717 -5.000000 0.500000
7.272727 -5.000000 0.500000
7.373737 -5.000000 0.500000
7.474747 -5.000000 0.500000
7.575758 -5.000000 0.500000
7.676768 -5.000000 0.500000
7.777778 -5.000000 0.500000
7.878788 -5.000000 0.500000
7.979798 -5.000000 0.500000
8.080808 -5.000000 0.500000
8.181818 -5.000000 0.500000
8.282828 -5.000000 0.500000
8.383838 -5.000000 0.500000
8.484848 -5.000000 0.500000
8.585859 -5.000000 0.500000
8.686869 -5.000000 0.500000
8.787879 -5.000000 0.500000
8.888889 -5.000000 0.500000
8.989899 -5.000000 0.500000
9.090909 -5.000000 0.500000
9.191919 -5.000000 0.500000
9.292929 -5.000000 0.500000
9.393939 -5.000000 0.500000
9.494949 -5.000000 0.500000
9.595960 -5.000000 0.500000
9.696970 -5.000000 0.500000
9.797980 -5.000000 0.500000
9.898990 -5.000000 0.500000
10.000000 -5.000000 0.500000

0.000000 -4.898990 0.000000
0.101010 -4.898990 -0.001172
0.202020 -4.898990 -0.002346
0.303030 -4.898990 -0.003523
0.404040 -4.898990 -0.004703
0.505051 -4.898990 -0.005889
0.606061 -4.898990 -0.007080
0.707071 -4.898990 -0.008277
0.808081 -4.898990 -0.009481
0.909091 -4.898990 -0.010693
1.010101 -4.898990 -0.011911
1.111111 -4.898990 -0.013137
1.212121 -4.898990 -0.014371
1.313131 -4.898990 -0.015611
1.414141 -4.898990 -0.016859
1.515152 -4.898990 -0.018112
1.616162 -4.898990 -0.019372
1.717172 -4.898990 -0.020635
1.818182 -4.898990 -0.021902
1.919192 -4.898990 -0.023170
2.020202 -4.898990 -0.024439
2.121212 -4.898990 -0.025705
2.222222 -4.898990 -0.026968
2.323232 -4.898990 -0.028225
2.424242 -4.898990 -0.029474
2.525253 -4.898990 -0.030712
2.626263 -4.898990 -0.031936
2.727273 -4.898990 -0.033144
2.828283 -4.898990 -0.034333
2.929293 -4.898990 -0.035500
3.030303 -4.898990 -0.036642
3.131313 -4.898990 -0.037756
3.232323 -4.898990 -0.038839
3.333333 -4.898990 -0.039889
3.434343 -4.898990 -0.040902
3.535354 -4.898990 -0.041875
3.636364 -4.898990 -0.042807
3.737374 -4.898990 -0.043693
3.838384 -4.898990 -0.044533
3.939394 -4.898990 -0.045324
4.040404 -4.898990 -0.046063
4.141414 -4.898990 -0.046749
4.242424 -4.898990 -0.047381
4.343434 -4.898990 -0.047956
4.444444 -4.898990 -0.048474
4.545455 -4.898990 -0.048934
4.646465 -4.898990 -0.049335
4.747475 -4.898990 -0.049676
4.848485 -4.898990 -0.049958
4.949495 -4.898990 -0.050181
5.050505 -4.898990 -0.050344
